Pollster Name,Methodology,State,sample_size,Type of Voter,Candidate Favored,Percentage
High Point University Survey Research Center,Online Panel,North Carolina,814,rv,Donald Trump,46
High Point University Survey Research Center,Online Panel,North Carolina,589,lv,Kamala Harris,48
High Point University Survey Research Center,Online Panel,North Carolina,589,lv,Donald Trump,48
ActiVote,App Panel,Wisconsin,400,lv,Kamala Harris,52.1
ActiVote,App Panel,Wisconsin,400,lv,Donald Trump,47.9
Emerson College,Online Panel/Text-to-Web,Arizona,920,lv,Kamala Harris,47.6
Emerson College,Online Panel/Text-to-Web,Arizona,920,lv,Donald Trump,51.7
Emerson College,Online Panel/Text-to-Web,North Carolina,850,lv,Kamala Harris,49.1
Emerson College,Online Panel/Text-to-Web,North Carolina,850,lv,Donald Trump,49.9
Emerson College,Online Panel/Text-to-Web,Pennsylvania,1000,lv,Kamala Harris,49.3
Emerson College,Online Panel/Text-to-Web,Pennsylvania,1000,lv,Donald Trump,48.8
Cygnal,NA,Iowa,600,lv,Kamala Harris,44.6
Cygnal,NA,Iowa,600,lv,Donald Trump,51.3
Morning Consult,Online Panel,NA,11289,lv,Kamala Harris,50
Morning Consult,Online Panel,NA,11289,lv,Donald Trump,45
University of Maryland Baltimore County Institute of Politics,Live Phone/Text-to-Web,Maryland,863,lv,Kamala Harris,57
University of Maryland Baltimore County Institute of Politics,Live Phone/Text-to-Web,Maryland,863,lv,Donald Trump,35
University of Maryland Baltimore County Institute of Politics,Live Phone/Text-to-Web,Maryland,863,lv,Robert F. Kennedy,2
University of Maryland Baltimore County Institute of Politics,Live Phone/Text-to-Web,Maryland,863,lv,Jill Stein,1
University of Maryland Baltimore County Institute of Politics,Live Phone/Text-to-Web,Maryland,863,lv,Chase Oliver,0
Morning Consult,Online Panel,NA,11003,lv,Kamala Harris,50
Morning Consult,Online Panel,NA,11003,lv,Donald Trump,45
RMG Research,Online Panel,Texas,779,lv,Kamala Harris,46
RMG Research,Online Panel,Texas,779,lv,Donald Trump,53
RMG Research,Online Panel,Florida,774,lv,Kamala Harris,48
RMG Research,Online Panel,Florida,774,lv,Donald Trump,50
RMG Research,Online Panel,North Carolina,780,lv,Kamala Harris,47
RMG Research,Online Panel,North Carolina,780,lv,Donald Trump,51
RMG Research,Online Panel,Michigan,789,lv,Kamala Harris,50
RMG Research,Online Panel,Michigan,789,lv,Donald Trump,47
YouGov/Pennsylvania State University McCourtney Institute for Democracy,Online Panel,NA,848,lv,Kamala Harris,48
YouGov/Pennsylvania State University McCourtney Institute for Democracy,Online Panel,NA,848,lv,Donald Trump,45
Bowling Green State University Democracy and Public Policy Research Network/YouGov,Online Panel,Ohio,1000,lv,Kamala Harris,44
Bowling Green State University Democracy and Public Policy Research Network/YouGov,Online Panel,Ohio,1000,lv,Donald Trump,51
Redfield & Wilton Strategies,Online Panel,NA,2021,lv,Kamala Harris,47
Redfield & Wilton Strategies,Online Panel,NA,2021,lv,Donald Trump,44
Redfield & Wilton Strategies,Online Panel,NA,2021,lv,Chase Oliver,1
Redfield & Wilton Strategies,Online Panel,NA,2021,lv,Jill Stein,1
Public Policy Polling,IVR/Text,Florida,808,rv,Kamala Harris,45
Public Policy Polling,IVR/Text,Florida,808,rv,Donald Trump,49
Public Policy Polling,IVR/Text,Florida,808,rv,Jill Stein,1
Public Policy Polling,IVR/Text,Florida,808,rv,Cornel West,0
Public Policy Polling,IVR/Text,Florida,808,rv,Kamala Harris,46
Public Policy Polling,IVR/Text,Florida,808,rv,Donald Trump,50
Public Policy Polling,IVR/Text,Texas,759,rv,Kamala Harris,44
Public Policy Polling,IVR/Text,Texas,759,rv,Donald Trump,49
Public Policy Polling,IVR/Text,Texas,759,rv,Jill Stein,1
Public Policy Polling,IVR/Text,Texas,759,rv,Cornel West,0
Public Policy Polling,IVR/Text,Texas,759,rv,Kamala Harris,46
Public Policy Polling,IVR/Text,Texas,759,rv,Donald Trump,51
The New York Times/Siena College,Live Phone,Nebraska CD-2,680,rv,Kamala Harris,51
The New York Times/Siena College,Live Phone,Nebraska CD-2,680,rv,Donald Trump,42
The New York Times/Siena College,Live Phone,Nebraska CD-2,680,rv,Kamala Harris,49
The New York Times/Siena College,Live Phone,Nebraska CD-2,680,rv,Donald Trump,41
The New York Times/Siena College,Live Phone,Nebraska CD-2,680,rv,Jill Stein,2
The New York Times/Siena College,Live Phone,Nebraska CD-2,680,rv,Chase Oliver,2
The New York Times/Siena College,Live Phone,Nebraska CD-2,680,lv,Kamala Harris,52
The New York Times/Siena College,Live Phone,Nebraska CD-2,680,lv,Donald Trump,43
The New York Times/Siena College,Live Phone,Nebraska CD-2,680,lv,Kamala Harris,51
The New York Times/Siena College,Live Phone,Nebraska CD-2,680,lv,Donald Trump,42
The New York Times/Siena College,Live Phone,Nebraska CD-2,680,lv,Jill Stein,2
The New York Times/Siena College,Live Phone,Nebraska CD-2,680,lv,Chase Oliver,1
Morning Consult,Online Panel,NA,11155,lv,Kamala Harris,50
Morning Consult,Online Panel,NA,11155,lv,Donald Trump,45
SurveyUSA,Online Panel,Minnesota,646,lv,Kamala Harris,50
SurveyUSA,Online Panel,Minnesota,646,lv,Donald Trump,44
East Carolina University Center for Survey Research,IVR/Text-to-Web,North Carolina,1005,lv,Kamala Harris,47.1
East Carolina University Center for Survey Research,IVR/Text-to-Web,North Carolina,1005,lv,Donald Trump,49.4
East Carolina University Center for Survey Research,IVR/Text-to-Web,North Carolina,1005,lv,Chase Oliver,0.7
East Carolina University Center for Survey Research,IVR/Text-to-Web,North Carolina,1005,lv,Jill Stein,0.2
East Carolina University Center for Survey Research,IVR/Text-to-Web,North Carolina,1005,lv,Cornel West,0.1
Lake Research Partners,NA,North Dakota,500,lv,Kamala Harris,40
Lake Research Partners,NA,North Dakota,500,lv,Donald Trump,50
Outward Intelligence,Online Panel,NA,1735,lv,Kamala Harris,53
Outward Intelligence,Online Panel,NA,1735,lv,Donald Trump,47
Outward Intelligence,Online Panel,NA,1735,lv,Kamala Harris,50.8
Outward Intelligence,Online Panel,NA,1735,lv,Donald Trump,45
Outward Intelligence,Online Panel,NA,1735,lv,Robert F. Kennedy,2.6
Outward Intelligence,Online Panel,NA,1735,lv,Jill Stein,0.5
Outward Intelligence,Online Panel,NA,1735,lv,Cornel West,0.6
Outward Intelligence,Online Panel,NA,1735,lv,Chase Oliver,0.5
The New York Times/Siena College,Live Phone,Michigan,688,rv,Kamala Harris,45
The New York Times/Siena College,Live Phone,Michigan,688,rv,Donald Trump,47
The New York Times/Siena College,Live Phone,Michigan,688,rv,Kamala Harris,43
The New York Times/Siena College,Live Phone,Michigan,688,rv,Donald Trump,46
The New York Times/Siena College,Live Phone,Michigan,688,rv,Jill Stein,2
The New York Times/Siena College,Live Phone,Michigan,688,rv,Chase Oliver,2
The New York Times/Siena College,Live Phone,Michigan,688,lv,Kamala Harris,48
The New York Times/Siena College,Live Phone,Michigan,688,lv,Donald Trump,47
The New York Times/Siena College,Live Phone,Michigan,688,lv,Kamala Harris,46
The New York Times/Siena College,Live Phone,Michigan,688,lv,Donald Trump,46
The New York Times/Siena College,Live Phone,Michigan,688,lv,Jill Stein,2
The New York Times/Siena College,Live Phone,Michigan,688,lv,Chase Oliver,1
The New York Times/Siena College,Live Phone,Ohio,687,rv,Kamala Harris,45
The New York Times/Siena College,Live Phone,Ohio,687,rv,Donald Trump,49
The New York Times/Siena College,Live Phone,Ohio,687,rv,Kamala Harris,44
The New York Times/Siena College,Live Phone,Ohio,687,rv,Donald Trump,47
The New York Times/Siena College,Live Phone,Ohio,687,rv,Jill Stein,2
The New York Times/Siena College,Live Phone,Ohio,687,rv,Chase Oliver,2
The New York Times/Siena College,Live Phone,Ohio,687,lv,Kamala Harris,44
The New York Times/Siena College,Live Phone,Ohio,687,lv,Donald Trump,50
The New York Times/Siena College,Live Phone,Ohio,687,lv,Kamala Harris,43
The New York Times/Siena College,Live Phone,Ohio,687,lv,Donald Trump,49
The New York Times/Siena College,Live Phone,Ohio,687,lv,Jill Stein,2
The New York Times/Siena College,Live Phone,Ohio,687,lv,Chase Oliver,2
The New York Times/Siena College,Live Phone,Wisconsin,680,rv,Kamala Harris,49
The New York Times/Siena College,Live Phone,Wisconsin,680,rv,Donald Trump,47
The New York Times/Siena College,Live Phone,Wisconsin,680,rv,Kamala Harris,48
The New York Times/Siena College,Live Phone,Wisconsin,680,rv,Donald Trump,45
The New York Times/Siena College,Live Phone,Wisconsin,680,rv,Jill Stein,1
The New York Times/Siena College,Live Phone,Wisconsin,680,rv,Chase Oliver,2
The New York Times/Siena College,Live Phone,Wisconsin,680,lv,Kamala Harris,49
The New York Times/Siena College,Live Phone,Wisconsin,680,lv,Donald Trump,47
The New York Times/Siena College,Live Phone,Wisconsin,680,lv,Kamala Harris,48
The New York Times/Siena College,Live Phone,Wisconsin,680,lv,Donald Trump,46
The New York Times/Siena College,Live Phone,Wisconsin,680,lv,Jill Stein,1
The New York Times/Siena College,Live Phone,Wisconsin,680,lv,Chase Oliver,2
Marquette University Law School,Probability Panel,Wisconsin,882,rv,Kamala Harris,52
Marquette University Law School,Probability Panel,Wisconsin,882,rv,Donald Trump,48
Marquette University Law School,Probability Panel,Wisconsin,798,lv,Kamala Harris,52
Marquette University Law School,Probability Panel,Wisconsin,798,lv,Donald Trump,48
Marquette University Law School,Probability Panel,Wisconsin,882,rv,Kamala Harris,48
Marquette University Law School,Probability Panel,Wisconsin,882,rv,Donald Trump,44
Marquette University Law School,Probability Panel,Wisconsin,882,rv,Robert F. Kennedy,3
Marquette University Law School,Probability Panel,Wisconsin,882,rv,Chase Oliver,1
Marquette University Law School,Probability Panel,Wisconsin,882,rv,Jill Stein,1
Marquette University Law School,Probability Panel,Wisconsin,882,rv,Randall A. Terry,1
Marquette University Law School,Probability Panel,Wisconsin,882,rv,Cornel West,0
Marquette University Law School,Probability Panel,Wisconsin,882,rv,Claudia De La Cruz,0
Marquette University Law School,Probability Panel,Wisconsin,798,lv,Kamala Harris,49
Marquette University Law School,Probability Panel,Wisconsin,798,lv,Donald Trump,44
Marquette University Law School,Probability Panel,Wisconsin,798,lv,Robert F. Kennedy,3
Marquette University Law School,Probability Panel,Wisconsin,798,lv,Chase Oliver,1
Marquette University Law School,Probability Panel,Wisconsin,798,lv,Jill Stein,1
Marquette University Law School,Probability Panel,Wisconsin,798,lv,Randall A. Terry,1
Marquette University Law School,Probability Panel,Wisconsin,798,lv,Cornel West,0
Marquette University Law School,Probability Panel,Wisconsin,798,lv,Claudia De La Cruz,0
Echelon Insights,Online Panel,NA,1005,lv,Kamala Harris,52
Echelon Insights,Online Panel,NA,1005,lv,Donald Trump,45
Echelon Insights,Online Panel,NA,1005,lv,Kamala Harris,49
Echelon Insights,Online Panel,NA,1005,lv,Donald Trump,44
Echelon Insights,Online Panel,NA,1005,lv,Robert F. Kennedy,2
Echelon Insights,Online Panel,NA,1005,lv,Chase Oliver,1
Echelon Insights,Online Panel,NA,1005,lv,Jill Stein,0
Echelon Insights,Online Panel,NA,1005,lv,Cornel West,0
Big Village,Online Panel,NA,2021,a,Kamala Harris,45.6
Big Village,Online Panel,NA,2021,a,Donald Trump,41.1
Big Village,Online Panel,NA,1663,rv,Kamala Harris,48.6
Big Village,Online Panel,NA,1663,rv,Donald Trump,43.9
Big Village,Online Panel,NA,1524,lv,Kamala Harris,49.5
Big Village,Online Panel,NA,1524,lv,Donald Trump,45.7
TIPP Insights,Online Panel,Nevada,1044,rv,Kamala Harris,48
TIPP Insights,Online Panel,Nevada,1044,rv,Donald Trump,43.9
TIPP Insights,Online Panel,Nevada,736,lv,Kamala Harris,49.2
TIPP Insights,Online Panel,Nevada,736,lv,Donald Trump,47.9
TIPP Insights,Online Panel,Nevada,1044,rv,Kamala Harris,47.6
TIPP Insights,Online Panel,Nevada,1044,rv,Donald Trump,43.3
TIPP Insights,Online Panel,Nevada,1044,rv,Cornel West,1.1
TIPP Insights,Online Panel,Nevada,1044,rv,Jill Stein,0.2
TIPP Insights,Online Panel,Nevada,736,lv,Kamala Harris,49.7
TIPP Insights,Online Panel,Nevada,736,lv,Donald Trump,48.5
TIPP Insights,Online Panel,Nevada,736,lv,Cornel West,0.3
TIPP Insights,Online Panel,Nevada,736,lv,Jill Stein,0.1
Quantus Insights,Online Panel,Nevada,628,lv,Kamala Harris,47.7
Quantus Insights,Online Panel,Nevada,628,lv,Donald Trump,48.8
Emerson College,Online Panel/Text-to-Web,New York,1000,lv,Kamala Harris,55.5
Emerson College,Online Panel/Text-to-Web,New York,1000,lv,Donald Trump,41.6
RMG Research,Online Panel,NA,2952,lv,Kamala Harris,50
RMG Research,Online Panel,NA,2952,lv,Donald Trump,48
ARW Strategies,NA,Indiana,600,lv,Kamala Harris,39
ARW Strategies,NA,Indiana,600,lv,Donald Trump,55
Morning Consult,Online Panel,NA,10966,lv,Kamala Harris,51
Morning Consult,Online Panel,NA,10966,lv,Donald Trump,45
McLaughlin & Associates,NA,Florida,1200,lv,Kamala Harris,46
McLaughlin & Associates,NA,Florida,1200,lv,Donald Trump,51
Victory Insights,IVR/Text-to-Web,Florida,600,lv,Kamala Harris,44.9
Victory Insights,IVR/Text-to-Web,Florida,600,lv,Donald Trump,46.9
CNN/SSRS,Live Phone/Text-to-Web/Email/Mail-to-Web/Mail-to-Phone,North Carolina,931,lv,Kamala Harris,48
CNN/SSRS,Live Phone/Text-to-Web/Email/Mail-to-Web/Mail-to-Phone,North Carolina,931,lv,Donald Trump,48
CNN/SSRS,Live Phone/Text-to-Web/Email/Mail-to-Web/Mail-to-Phone,North Carolina,931,lv,Cornel West,1
CNN/SSRS,Live Phone/Text-to-Web/Email/Mail-to-Web/Mail-to-Phone,North Carolina,931,lv,Jill Stein,0
CNN/SSRS,Live Phone/Text-to-Web/Email/Mail-to-Web/Mail-to-Phone,North Carolina,931,lv,Chase Oliver,1
CNN/SSRS,Live Phone/Text-to-Web/Email/Mail-to-Web/Mail-to-Phone,Nebraska CD-2,749,lv,Kamala Harris,53
CNN/SSRS,Live Phone/Text-to-Web/Email/Mail-to-Web/Mail-to-Phone,Nebraska CD-2,749,lv,Donald Trump,42
CNN/SSRS,Live Phone/Text-to-Web/Email/Mail-to-Web/Mail-to-Phone,Nebraska CD-2,749,lv,Cornel West,1
CNN/SSRS,Live Phone/Text-to-Web/Email/Mail-to-Web/Mail-to-Phone,Nebraska CD-2,749,lv,Jill Stein,1
CNN/SSRS,Live Phone/Text-to-Web/Email/Mail-to-Web/Mail-to-Phone,Nebraska CD-2,749,lv,Chase Oliver,1
AtlasIntel,Online Ad,Arizona,946,lv,Kamala Harris,48.6
AtlasIntel,Online Ad,Arizona,946,lv,Donald Trump,49.7
AtlasIntel,Online Ad,Arizona,946,lv,Jill Stein,0.4
AtlasIntel,Online Ad,Arizona,946,lv,Kamala Harris,48.6
AtlasIntel,Online Ad,Arizona,946,lv,Donald Trump,49.8
AtlasIntel,Online Ad,Michigan,918,lv,Kamala Harris,46.6
AtlasIntel,Online Ad,Michigan,918,lv,Donald Trump,50.4
AtlasIntel,Online Ad,Michigan,918,lv,Jill Stein,1.5
AtlasIntel,Online Ad,Michigan,918,lv,Robert F. Kennedy,0.1
AtlasIntel,Online Ad,Michigan,918,lv,Chase Oliver,0
AtlasIntel,Online Ad,Michigan,918,lv,Kamala Harris,47.2
AtlasIntel,Online Ad,Michigan,918,lv,Donald Trump,50.6
AtlasIntel,Online Ad,Nevada,858,lv,Kamala Harris,50.6
AtlasIntel,Online Ad,Nevada,858,lv,Donald Trump,47.7
AtlasIntel,Online Ad,Nevada,858,lv,Jill Stein,1
AtlasIntel,Online Ad,Nevada,858,lv,Kamala Harris,50.5
AtlasIntel,Online Ad,Nevada,858,lv,Donald Trump,47.7
AtlasIntel,Online Ad,Pennsylvania,1775,lv,Kamala Harris,48
AtlasIntel,Online Ad,Pennsylvania,1775,lv,Donald Trump,50.6
AtlasIntel,Online Ad,Pennsylvania,1775,lv,Chase Oliver,0.4
AtlasIntel,Online Ad,Pennsylvania,1775,lv,Jill Stein,0
AtlasIntel,Online Ad,Pennsylvania,1775,lv,Kamala Harris,48.1
AtlasIntel,Online Ad,Pennsylvania,1775,lv,Donald Trump,51
AtlasIntel,Online Ad,Wisconsin,1077,lv,Kamala Harris,48.2
AtlasIntel,Online Ad,Wisconsin,1077,lv,Donald Trump,49.6
AtlasIntel,Online Ad,Wisconsin,1077,lv,Chase Oliver,1
AtlasIntel,Online Ad,Wisconsin,1077,lv,Jill Stein,0.9
AtlasIntel,Online Ad,Wisconsin,1077,lv,Robert F. Kennedy,0.2
AtlasIntel,Online Ad,Wisconsin,1077,lv,Cornel West,0
AtlasIntel,Online Ad,Wisconsin,1077,lv,Kamala Harris,48.2
AtlasIntel,Online Ad,Wisconsin,1077,lv,Donald Trump,49.7
AtlasIntel,Online Ad,North Carolina,1173,lv,Kamala Harris,50.8
AtlasIntel,Online Ad,North Carolina,1173,lv,Donald Trump,47.3
AtlasIntel,Online Ad,North Carolina,1173,lv,Jill Stein,0.9
AtlasIntel,Online Ad,North Carolina,1173,lv,Cornel West,0.6
AtlasIntel,Online Ad,North Carolina,1173,lv,Chase Oliver,0.2
AtlasIntel,Online Ad,North Carolina,1173,lv,Kamala Harris,50.5
AtlasIntel,Online Ad,North Carolina,1173,lv,Donald Trump,48.1
AtlasIntel,Online Ad,Georgia,1200,lv,Kamala Harris,49
AtlasIntel,Online Ad,Georgia,1200,lv,Donald Trump,49.3
AtlasIntel,Online Ad,Georgia,1200,lv,Chase Oliver,0.1
AtlasIntel,Online Ad,Georgia,1200,lv,Cornel West,0
AtlasIntel,Online Ad,Georgia,1200,lv,Kamala Harris,49
AtlasIntel,Online Ad,Georgia,1200,lv,Donald Trump,49.6
Morning Consult,Online Panel,Arizona,977,rv,Kamala Harris,49
Morning Consult,Online Panel,Arizona,977,rv,Donald Trump,46
Morning Consult,Online Panel,Arizona,977,rv,Jill Stein,1
Morning Consult,Online Panel,Arizona,977,rv,Chase Oliver,2
Morning Consult,Online Panel,Arizona,977,rv,Kamala Harris,50
Morning Consult,Online Panel,Arizona,977,rv,Donald Trump,47
Morning Consult,Online Panel,Arizona,926,lv,Kamala Harris,49
Morning Consult,Online Panel,Arizona,926,lv,Donald Trump,46
Morning Consult,Online Panel,Arizona,926,lv,Jill Stein,1
Morning Consult,Online Panel,Arizona,926,lv,Chase Oliver,2
Morning Consult,Online Panel,Arizona,926,lv,Kamala Harris,50
Morning Consult,Online Panel,Arizona,926,lv,Donald Trump,47
Morning Consult,Online Panel,Georgia,989,rv,Kamala Harris,48
Morning Consult,Online Panel,Georgia,989,rv,Donald Trump,47
Morning Consult,Online Panel,Georgia,989,rv,Jill Stein,0
Morning Consult,Online Panel,Georgia,989,rv,Chase Oliver,3
Morning Consult,Online Panel,Georgia,989,rv,Kamala Harris,48
Morning Consult,Online Panel,Georgia,989,rv,Donald Trump,47
Morning Consult,Online Panel,Georgia,913,lv,Kamala Harris,48
Morning Consult,Online Panel,Georgia,913,lv,Donald Trump,48
Morning Consult,Online Panel,Georgia,913,lv,Jill Stein,0
Morning Consult,Online Panel,Georgia,913,lv,Chase Oliver,2
Morning Consult,Online Panel,Georgia,913,lv,Kamala Harris,49
Morning Consult,Online Panel,Georgia,913,lv,Donald Trump,49
Morning Consult,Online Panel,Michigan,894,rv,Kamala Harris,49
Morning Consult,Online Panel,Michigan,894,rv,Donald Trump,45
Morning Consult,Online Panel,Michigan,894,rv,Jill Stein,1
Morning Consult,Online Panel,Michigan,894,rv,Chase Oliver,2
Morning Consult,Online Panel,Michigan,894,rv,Kamala Harris,49
Morning Consult,Online Panel,Michigan,894,rv,Donald Trump,47
Morning Consult,Online Panel,Michigan,800,lv,Kamala Harris,50
Morning Consult,Online Panel,Michigan,800,lv,Donald Trump,46
Morning Consult,Online Panel,Michigan,800,lv,Jill Stein,1
Morning Consult,Online Panel,Michigan,800,lv,Chase Oliver,1
Morning Consult,Online Panel,Michigan,800,lv,Kamala Harris,50
Morning Consult,Online Panel,Michigan,800,lv,Donald Trump,47
Morning Consult,Online Panel,Nevada,574,rv,Kamala Harris,46
Morning Consult,Online Panel,Nevada,574,rv,Donald Trump,44
Morning Consult,Online Panel,Nevada,574,rv,Jill Stein,3
Morning Consult,Online Panel,Nevada,574,rv,Chase Oliver,4
Morning Consult,Online Panel,Nevada,574,rv,Kamala Harris,49
Morning Consult,Online Panel,Nevada,574,rv,Donald Trump,45
Morning Consult,Online Panel,Nevada,516,lv,Kamala Harris,50
Morning Consult,Online Panel,Nevada,516,lv,Donald Trump,44
Morning Consult,Online Panel,Nevada,516,lv,Jill Stein,2
Morning Consult,Online Panel,Nevada,516,lv,Chase Oliver,2
Morning Consult,Online Panel,Nevada,516,lv,Kamala Harris,52
Morning Consult,Online Panel,Nevada,516,lv,Donald Trump,45
Morning Consult,Online Panel,North Carolina,889,rv,Kamala Harris,48
Morning Consult,Online Panel,North Carolina,889,rv,Donald Trump,46
Morning Consult,Online Panel,North Carolina,889,rv,Jill Stein,1
Morning Consult,Online Panel,North Carolina,889,rv,Chase Oliver,3
Morning Consult,Online Panel,North Carolina,889,rv,Kamala Harris,50
Morning Consult,Online Panel,North Carolina,889,rv,Donald Trump,47
